ASSERTION	AAEDAAEBAQAAAAAAAHCnQA==
ASSERTION	AAEDAAECAQAAAAAAAECPQA==
ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	jp.rafaelzig.rafka.pubsub.Subscriber	subscriber	1609142004200	 	3.2.1
USER	getAndAck	15232	END	1609142122643	1609142122645
REQUEST	15231		/message/ack	1609142122644	1609142122647	OK	 
USER	getAndAck	15231	END	1609142122643	1609142122647
USER	getAndAck	15233	START	1609142122654	1609142122654
USER	getAndAck	15234	START	1609142122654	1609142122654
REQUEST	15233		/message/ack	1609142122654	1609142122656	OK	 
USER	getAndAck	15233	END	1609142122654	1609142122656
REQUEST	15234		/message/get	1609142122654	1609142122657	OK	 
USER	getAndAck	15234	END	1609142122654	1609142122657
USER	getAndAck	15235	START	1609142122664	1609142122664
USER	getAndAck	15236	START	1609142122665	1609142122665
REQUEST	15235		/message/ack	1609142122665	1609142122667	OK	 
USER	getAndAck	15235	END	1609142122664	1609142122667
REQUEST	15236		/message/get	1609142122665	1609142122668	OK	 
USER	getAndAck	15236	END	1609142122665	1609142122668
USER	getAndAck	15237	START	1609142122673	1609142122673
USER	getAndAck	15238	START	1609142122673	1609142122673
REQUEST	15238		/message/get	1609142122674	1609142122678	OK	 
USER	getAndAck	15238	END	1609142122673	1609142122678
REQUEST	15237		/message/ack	1609142122674	1609142122680	OK	 
USER	getAndAck	15237	END	1609142122673	1609142122680
USER	getAndAck	15239	START	1609142122684	1609142122684
USER	getAndAck	15240	START	1609142122684	1609142122684
REQUEST	15240		/message/get	1609142122684	1609142122686	OK	 
USER	getAndAck	15240	END	1609142122684	1609142122686
REQUEST	15239		/message/ack	1609142122684	1609142122688	OK	 
USER	getAndAck	15239	END	1609142122684	1609142122688
USER	getAndAck	15241	START	1609142122694	1609142122694
USER	getAndAck	15242	START	1609142122694	1609142122694
REQUEST	15242		/message/get	1609142122694	1609142122698	OK	 
USER	getAndAck	15242	END	1609142122694	1609142122698
REQUEST	15241		/message/ack	1609142122694	1609142122699	OK	 
USER	getAndAck	15241	END	1609142122694	1609142122699
USER	getAndAck	15243	START	1609142122703	1609142122703
USER	getAndAck	15244	START	1609142122703	1609142122703
USER	getAndAck	15248	START	1609142122704	1609142122704
REQUEST	15248		/message/ack	1609142122704	1609142122708	OK	 
USER	getAndAck	15248	END	1609142122704	1609142122708
REQUEST	15243		/message/ack	1609142122704	1609142122712	OK	 
USER	getAndAck	15243	END	1609142122703	1609142122712
REQUEST	15244		/message/get	1609142122704	1609142122713	OK	 
USER	getAndAck	15244	END	1609142122703	1609142122713
USER	getAndAck	15245	START	1609142122713	1609142122713
USER	getAndAck	15246	START	1609142122714	1609142122714
REQUEST	15245		/message/get	1609142122714	1609142122719	OK	 
USER	getAndAck	15245	END	1609142122713	1609142122719
REQUEST	15246		/message/ack	1609142122714	1609142122720	OK	 
USER	getAndAck	15246	END	1609142122714	1609142122720
USER	getAndAck	15247	START	1609142122724	1609142122724
REQUEST	15247		/message/get	1609142122724	1609142122727	OK	 
USER	getAndAck	15247	END	1609142122724	1609142122727
USER	getAndAck	15249	START	1609142122734	1609142122734
USER	getAndAck	15250	START	1609142122734	1609142122734
REQUEST	15250		/message/get	1609142122734	1609142122737	OK	 
USER	getAndAck	15250	END	1609142122734	1609142122737
REQUEST	15249		/message/ack	1609142122734	1609142122739	OK	 
USER	getAndAck	15249	END	1609142122734	1609142122739
USER	getAndAck	15251	START	1609142122743	1609142122743
USER	getAndAck	15252	START	1609142122744	1609142122744
REQUEST	15251		/message/ack	1609142122744	1609142122748	OK	 
USER	getAndAck	15251	END	1609142122743	1609142122748
REQUEST	15252		/message/get	1609142122744	1609142122748	OK	 
USER	getAndAck	15252	END	1609142122744	1609142122748
USER	getAndAck	15253	START	1609142122754	1609142122754
USER	getAndAck	15254	START	1609142122754	1609142122754
REQUEST	15253		/message/ack	1609142122754	1609142122757	OK	 
USER	getAndAck	15253	END	1609142122754	1609142122757
REQUEST	15254		/message/get	1609142122754	1609142122758	OK	 
USER	getAndAck	15254	END	1609142122754	1609142122758
USER	getAndAck	15255	START	1609142122764	1609142122764
USER	getAndAck	15256	START	1609142122764	1609142122764
REQUEST	15256		/message/get	1609142122764	1609142122767	OK	 
USER	getAndAck	15256	END	1609142122764	1609142122767
REQUEST	15255		/message/ack	1609142122764	1609142122767	OK	 
USER	getAndAck	15255	END	1609142122764	1609142122768
USER	getAndAck	15257	START	1609142122773	1609142122773
USER	getAndAck	15258	START	1609142122773	1609142122773
REQUEST	15257		/message/get	1609142122773	1609142122778	OK	 
USER	getAndAck	15257	END	1609142122773	1609142122778
REQUEST	15258		/message/ack	1609142122773	1609142122780	OK	 
USER	getAndAck	15258	END	1609142122773	1609142122780
USER	getAndAck	15259	START	1609142122783	1609142122783
USER	getAndAck	15260	START	1609142122783	1609142122783
REQUEST	15260		/message/get	1609142122783	1609142122787	OK	 
USER	getAndAck	15260	END	1609142122783	1609142122788
REQUEST	15259		/message/ack	1609142122783	1609142122789	OK	 
USER	getAndAck	15259	END	1609142122783	1609142122790
USER	getAndAck	15261	START	1609142122794	1609142122794
USER	getAndAck	15262	START	1609142122794	1609142122794
REQUEST	15262		/message/get	1609142122794	1609142122796	OK	 
USER	getAndAck	15262	END	1609142122794	1609142122796
REQUEST	15261		/message/ack	1609142122794	1609142122798	OK	 
USER	getAndAck	15261	END	1609142122794	1609142122798
USER	getAndAck	15263	START	1609142122804	1609142122804
USER	getAndAck	15264	START	1609142122804	1609142122804
REQUEST	15263		/message/ack	1609142122804	1609142122808	OK	 
USER	getAndAck	15263	END	1609142122804	1609142122808
REQUEST	15264		/message/get	1609142122804	1609142122809	OK	 
USER	getAndAck	15264	END	1609142122804	1609142122809
USER	getAndAck	15265	START	1609142122813	1609142122813
USER	getAndAck	15266	START	1609142122813	1609142122813
REQUEST	15266		/message/get	1609142122813	1609142122816	OK	 
USER	getAndAck	15266	END	1609142122813	1609142122816
REQUEST	15265		/message/ack	1609142122813	1609142122818	OK	 
USER	getAndAck	15265	END	1609142122813	1609142122818
USER	getAndAck	15267	START	1609142122823	1609142122823
USER	getAndAck	15268	START	1609142122823	1609142122823
REQUEST	15268		/message/get	1609142122824	1609142122827	OK	 
USER	getAndAck	15268	END	1609142122823	1609142122827
REQUEST	15267		/message/ack	1609142122823	1609142122829	OK	 
USER	getAndAck	15267	END	1609142122823	1609142122829
USER	getAndAck	15269	START	1609142122833	1609142122833
USER	getAndAck	15270	START	1609142122834	1609142122834
REQUEST	15270		/message/get	1609142122834	1609142122838	OK	 
USER	getAndAck	15270	END	1609142122834	1609142122838
REQUEST	15269		/message/ack	1609142122834	1609142122840	OK	 
USER	getAndAck	15269	END	1609142122833	1609142122840
USER	getAndAck	15271	START	1609142122844	1609142122844
USER	getAndAck	15272	START	1609142122844	1609142122844
REQUEST	15272		/message/get	1609142122844	1609142122847	OK	 
USER	getAndAck	15272	END	1609142122844	1609142122847
REQUEST	15271		/message/ack	1609142122844	1609142122849	OK	 
USER	getAndAck	15271	END	1609142122844	1609142122849
USER	getAndAck	15273	START	1609142122854	1609142122854
USER	getAndAck	15274	START	1609142122854	1609142122854
REQUEST	15274		/message/get	1609142122855	1609142122857	OK	 
USER	getAndAck	15274	END	1609142122854	1609142122857
REQUEST	15273		/message/ack	1609142122854	1609142122858	OK	 
USER	getAndAck	15273	END	1609142122854	1609142122858
USER	getAndAck	15275	START	1609142122864	1609142122864
USER	getAndAck	15276	START	1609142122864	1609142122864
REQUEST	15276		/message/get	1609142122864	1609142122866	OK	 
USER	getAndAck	15276	END	1609142122864	1609142122866
REQUEST	15275		/message/ack	1609142122864	1609142122868	OK	 
USER	getAndAck	15275	END	1609142122864	1609142122868
USER	getAndAck	15278	START	1609142122874	1609142122874
USER	getAndAck	15277	START	1609142122874	1609142122874
REQUEST	15277		/message/get	1609142122874	1609142122877	OK	 
USER	getAndAck	15277	END	1609142122874	1609142122877
REQUEST	15278		/message/ack	1609142122874	1609142122877	OK	 
USER	getAndAck	15278	END	1609142122874	1609142122877
USER	getAndAck	15279	START	1609142122883	1609142122883
USER	getAndAck	15280	START	1609142122883	1609142122883
REQUEST	15280		/message/get	1609142122883	1609142122887	OK	 
USER	getAndAck	15280	END	1609142122883	1609142122888
REQUEST	15279		/message/ack	1609142122883	1609142122889	OK	 
USER	getAndAck	15279	END	1609142122883	1609142122889
USER	getAndAck	15281	START	1609142122893	1609142122893
USER	getAndAck	15282	START	1609142122893	1609142122893
REQUEST	15281		/message/ack	1609142122893	1609142122898	OK	 
USER	getAndAck	15281	END	1609142122893	1609142122898
REQUEST	15282		/message/get	1609142122893	1609142122898	OK	 
USER	getAndAck	15282	END	1609142122893	1609142122899
USER	getAndAck	15283	START	1609142122903	1609142122903
USER	getAndAck	15284	START	1609142122904	1609142122904
REQUEST	15284		/message/get	1609142122904	1609142122907	OK	 
USER	getAndAck	15284	END	1609142122904	1609142122908
REQUEST	15283		/message/ack	1609142122904	1609142122908	OK	 
USER	getAndAck	15283	END	1609142122903	1609142122908
USER	getAndAck	15285	START	1609142122914	1609142122914
USER	getAndAck	15286	START	1609142122914	1609142122914
REQUEST	15285		/message/ack	1609142122914	1609142122918	OK	 
USER	getAndAck	15285	END	1609142122914	1609142122918
REQUEST	15286		/message/get	1609142122914	1609142122919	OK	 
USER	getAndAck	15286	END	1609142122914	1609142122919
USER	getAndAck	15287	START	1609142122924	1609142122924
USER	getAndAck	15288	START	1609142122924	1609142122924
REQUEST	15288		/message/get	1609142122924	1609142122927	OK	 
USER	getAndAck	15288	END	1609142122924	1609142122927
REQUEST	15287		/message/ack	1609142122924	1609142122929	OK	 
USER	getAndAck	15287	END	1609142122924	1609142122929
USER	getAndAck	15289	START	1609142122933	1609142122933
USER	getAndAck	15290	START	1609142122933	1609142122933
REQUEST	15290		/message/get	1609142122933	1609142122937	OK	 
USER	getAndAck	15290	END	1609142122933	1609142122937
REQUEST	15289		/message/ack	1609142122933	1609142122939	OK	 
USER	getAndAck	15289	END	1609142122933	1609142122939
USER	getAndAck	15291	START	1609142122943	1609142122943
USER	getAndAck	15292	START	1609142122943	1609142122943
REQUEST	15292		/message/get	1609142122944	1609142122947	OK	 
USER	getAndAck	15292	END	1609142122943	1609142122947
REQUEST	15291		/message/ack	1609142122943	1609142122947	OK	 
USER	getAndAck	15291	END	1609142122943	1609142122947
USER	getAndAck	15293	START	1609142122954	1609142122954
USER	getAndAck	15294	START	1609142122954	1609142122954
REQUEST	15294		/message/get	1609142122954	1609142122957	OK	 
USER	getAndAck	15294	END	1609142122954	1609142122957
REQUEST	15293		/message/ack	1609142122954	1609142122959	OK	 
USER	getAndAck	15293	END	1609142122954	1609142122959
USER	getAndAck	15296	START	1609142122964	1609142122964
USER	getAndAck	15295	START	1609142122964	1609142122964
REQUEST	15295		/message/get	1609142122964	1609142122967	OK	 
USER	getAndAck	15295	END	1609142122964	1609142122967
REQUEST	15296		/message/ack	1609142122964	1609142122969	OK	 
USER	getAndAck	15296	END	1609142122964	1609142122969
USER	getAndAck	15297	START	1609142122973	1609142122973
USER	getAndAck	15298	START	1609142122973	1609142122973
REQUEST	15298		/message/get	1609142122973	1609142122977	OK	 
USER	getAndAck	15298	END	1609142122973	1609142122977
REQUEST	15297		/message/ack	1609142122973	1609142122979	OK	 
USER	getAndAck	15297	END	1609142122973	1609142122979
USER	getAndAck	15299	START	1609142122983	1609142122983
USER	getAndAck	15300	START	1609142122983	1609142122983
REQUEST	15299		/message/ack	1609142122984	1609142122987	OK	 
USER	getAndAck	15299	END	1609142122983	1609142122987
REQUEST	15300		/message/get	1609142122984	1609142122987	OK	 
USER	getAndAck	15300	END	1609142122983	1609142122988
USER	getAndAck	15301	START	1609142122994	1609142122994
USER	getAndAck	15302	START	1609142122994	1609142122994
REQUEST	15302		/message/get	1609142122994	1609142122997	OK	 
USER	getAndAck	15302	END	1609142122994	1609142122997
REQUEST	15301		/message/ack	1609142122994	1609142122999	OK	 
USER	getAndAck	15301	END	1609142122994	1609142123000
USER	getAndAck	15303	START	1609142123004	1609142123004
USER	getAndAck	15304	START	1609142123004	1609142123004
REQUEST	15304		/message/get	1609142123004	1609142123008	OK	 
USER	getAndAck	15304	END	1609142123004	1609142123009
REQUEST	15303		/message/ack	1609142123004	1609142123009	OK	 
USER	getAndAck	15303	END	1609142123004	1609142123009
USER	getAndAck	15305	START	1609142123014	1609142123014
USER	getAndAck	15306	START	1609142123014	1609142123014
REQUEST	15305		/message/ack	1609142123014	1609142123021	OK	 
USER	getAndAck	15305	END	1609142123014	1609142123022
REQUEST	15306		/message/get	1609142123014	1609142123022	OK	 
USER	getAndAck	15306	END	1609142123014	1609142123022
USER	getAndAck	15307	START	1609142123027	1609142123027
USER	getAndAck	15308	START	1609142123028	1609142123028
USER	getAndAck	15309	START	1609142123039	1609142123039
USER	getAndAck	15310	START	1609142123040	1609142123040
USER	getAndAck	15311	START	1609142123047	1609142123047
USER	getAndAck	15312	START	1609142123047	1609142123047
USER	getAndAck	15313	START	1609142123054	1609142123054
USER	getAndAck	15314	START	1609142123054	1609142123054
REQUEST	15308		/message/get	1609142123029	1609142123056	OK	 
USER	getAndAck	15308	END	1609142123028	1609142123056
REQUEST	15307		/message/ack	1609142123028	1609142123060	OK	 
REQUEST	15313		/message/get	1609142123054	1609142123060	OK	 
USER	getAndAck	15313	END	1609142123054	1609142123060
REQUEST	15314		/message/ack	1609142123054	1609142123062	OK	 
USER	getAndAck	15314	END	1609142123054	1609142123062
USER	getAndAck	15307	END	1609142123027	1609142123062
USER	getAndAck	15315	START	1609142123064	1609142123064
USER	getAndAck	15316	START	1609142123064	1609142123064
REQUEST	15309		/message/ack	1609142123040	1609142123064	OK	 
USER	getAndAck	15309	END	1609142123039	1609142123065
REQUEST	15312		/message/get	1609142123047	1609142123067	OK	 
USER	getAndAck	15312	END	1609142123047	1609142123067
REQUEST	15311		/message/ack	1609142123047	1609142123067	OK	 
USER	getAndAck	15311	END	1609142123047	1609142123068
REQUEST	15310		/message/get	1609142123040	1609142123073	OK	 
USER	getAndAck	15310	END	1609142123040	1609142123073
USER	getAndAck	15317	START	1609142123074	1609142123074
USER	getAndAck	15318	START	1609142123074	1609142123074
USER	getAndAck	15319	START	1609142123084	1609142123084
USER	getAndAck	15320	START	1609142123084	1609142123084
REQUEST	15318		/message/get	1609142123074	1609142123091	OK	 
USER	getAndAck	15318	END	1609142123074	1609142123091
USER	getAndAck	15322	START	1609142123094	1609142123094
USER	getAndAck	15321	START	1609142123093	1609142123093
REQUEST	15317		/message/ack	1609142123074	1609142123095	OK	 
USER	getAndAck	15317	END	1609142123074	1609142123095
REQUEST	15320		/message/get	1609142123084	1609142123103	OK	 
USER	getAndAck	15320	END	1609142123084	1609142123103
USER	getAndAck	15323	START	1609142123104	1609142123104
USER	getAndAck	15324	START	1609142123104	1609142123104
REQUEST	15316		/message/get	1609142123065	1609142123109	OK	 
USER	getAndAck	15316	END	1609142123064	1609142123109
REQUEST	15319		/message/ack	1609142123084	1609142123111	OK	 
USER	getAndAck	15319	END	1609142123084	1609142123111
USER	getAndAck	15325	START	1609142123114	1609142123114
USER	getAndAck	15326	START	1609142123114	1609142123114
REQUEST	15315		/message/ack	1609142123065	1609142123115	OK	 
USER	getAndAck	15315	END	1609142123064	1609142123115
REQUEST	15326		/message/get	1609142123114	1609142123120	OK	 
USER	getAndAck	15326	END	1609142123114	1609142123121
USER	getAndAck	15327	START	1609142123123	1609142123123
USER	getAndAck	15328	START	1609142123123	1609142123123
REQUEST	15321		/message/get	1609142123094	1609142123125	OK	 
USER	getAndAck	15321	END	1609142123093	1609142123125
REQUEST	15322		/message/ack	1609142123094	1609142123128	OK	 
USER	getAndAck	15322	END	1609142123094	1609142123128
USER	getAndAck	15329	START	1609142123133	1609142123133
USER	getAndAck	15330	START	1609142123133	1609142123133
REQUEST	15323		/message/ack	1609142123104	1609142123136	OK	 
USER	getAndAck	15323	END	1609142123104	1609142123136
REQUEST	15324		/message/get	1609142123104	1609142123137	OK	 
USER	getAndAck	15324	END	1609142123104	1609142123137
USER	getAndAck	15331	START	1609142123143	1609142123143
USER	getAndAck	15332	START	1609142123144	1609142123144
REQUEST	15325		/message/ack	1609142123114	1609142123145	OK	 
USER	getAndAck	15325	END	1609142123114	1609142123145
REQUEST	15327		/message/ack	1609142123123	1609142123149	OK	 
USER	getAndAck	15327	END	1609142123123	1609142123149
USER	getAndAck	15333	START	1609142123154	1609142123154
USER	getAndAck	15334	START	1609142123154	1609142123154
REQUEST	15329		/message/ack	1609142123133	1609142123155	OK	 
USER	getAndAck	15329	END	1609142123133	1609142123155
REQUEST	15332		/message/get	1609142123144	1609142123159	OK	 
USER	getAndAck	15332	END	1609142123144	1609142123159
REQUEST	15330		/message/get	1609142123133	1609142123160	OK	 
USER	getAndAck	15330	END	1609142123133	1609142123160
