ASSERTION	AAEDAAEBAQAAAAAAAHCnQA==
ASSERTION	AAEDAAECAQAAAAAAAECPQA==
ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	jp.rafaelzig.rafka.pubsub.Publisher	publisher	1609142004263	 	3.2.1
USER	publish	4284	START	1609142062211	1609142062211
REQUEST	4282		/message/publish	1609142062201	1609142062216	OK	 
USER	publish	4282	END	1609142062201	1609142062216
USER	publish	4285	START	1609142062221	1609142062221
REQUEST	4283		/message/publish	1609142062211	1609142062222	OK	 
USER	publish	4283	END	1609142062211	1609142062222
REQUEST	4284		/message/publish	1609142062211	1609142062227	OK	 
USER	publish	4284	END	1609142062211	1609142062228
USER	publish	4286	START	1609142062230	1609142062230
USER	publish	4287	START	1609142062230	1609142062230
REQUEST	4285		/message/publish	1609142062222	1609142062236	OK	 
USER	publish	4285	END	1609142062221	1609142062236
REQUEST	4287		/message/publish	1609142062230	1609142062238	OK	 
USER	publish	4287	END	1609142062230	1609142062238
REQUEST	4286		/message/publish	1609142062230	1609142062240	OK	 
USER	publish	4286	END	1609142062230	1609142062240
USER	publish	4289	START	1609142062240	1609142062240
USER	publish	4288	START	1609142062240	1609142062240
USER	publish	4290	START	1609142062251	1609142062251
REQUEST	4288		/message/publish	1609142062241	1609142062255	OK	 
REQUEST	4289		/message/publish	1609142062241	1609142062256	OK	 
USER	publish	4289	END	1609142062240	1609142062257
USER	publish	4288	END	1609142062240	1609142062258
USER	publish	4292	START	1609142062261	1609142062261
USER	publish	4291	START	1609142062261	1609142062261
REQUEST	4290		/message/publish	1609142062252	1609142062263	OK	 
USER	publish	4290	END	1609142062251	1609142062267
REQUEST	4292		/message/publish	1609142062261	1609142062270	OK	 
USER	publish	4293	START	1609142062270	1609142062270
USER	publish	4294	START	1609142062271	1609142062271
USER	publish	4292	END	1609142062261	1609142062270
REQUEST	4291		/message/publish	1609142062262	1609142062274	OK	 
USER	publish	4291	END	1609142062261	1609142062274
REQUEST	4293		/message/publish	1609142062271	1609142062276	OK	 
USER	publish	4293	END	1609142062270	1609142062276
REQUEST	4294		/message/publish	1609142062271	1609142062278	OK	 
USER	publish	4294	END	1609142062271	1609142062278
USER	publish	4296	START	1609142062281	1609142062281
USER	publish	4295	START	1609142062280	1609142062280
REQUEST	4296		/message/publish	1609142062281	1609142062285	OK	 
USER	publish	4296	END	1609142062281	1609142062285
REQUEST	4295		/message/publish	1609142062281	1609142062287	OK	 
USER	publish	4295	END	1609142062280	1609142062287
USER	publish	4297	START	1609142062291	1609142062291
REQUEST	4297		/message/publish	1609142062291	1609142062293	OK	 
USER	publish	4297	END	1609142062291	1609142062293
USER	publish	4298	START	1609142062300	1609142062300
USER	publish	4299	START	1609142062300	1609142062300
REQUEST	4299		/message/publish	1609142062301	1609142062304	OK	 
USER	publish	4299	END	1609142062300	1609142062304
REQUEST	4298		/message/publish	1609142062300	1609142062306	OK	 
USER	publish	4298	END	1609142062300	1609142062306
USER	publish	4300	START	1609142062310	1609142062310
USER	publish	4301	START	1609142062310	1609142062310
REQUEST	4300		/message/publish	1609142062310	1609142062313	OK	 
USER	publish	4300	END	1609142062310	1609142062313
REQUEST	4301		/message/publish	1609142062311	1609142062317	OK	 
USER	publish	4301	END	1609142062310	1609142062317
USER	publish	4302	START	1609142062320	1609142062320
REQUEST	4302		/message/publish	1609142062321	1609142062323	OK	 
USER	publish	4302	END	1609142062320	1609142062323
USER	publish	4303	START	1609142062331	1609142062331
USER	publish	4304	START	1609142062331	1609142062331
REQUEST	4304		/message/publish	1609142062331	1609142062334	OK	 
USER	publish	4304	END	1609142062331	1609142062334
REQUEST	4303		/message/publish	1609142062331	1609142062336	OK	 
USER	publish	4303	END	1609142062331	1609142062336
USER	publish	4305	START	1609142062341	1609142062341
USER	publish	4306	START	1609142062341	1609142062341
REQUEST	4306		/message/publish	1609142062341	1609142062344	OK	 
USER	publish	4306	END	1609142062341	1609142062344
REQUEST	4305		/message/publish	1609142062341	1609142062346	OK	 
USER	publish	4305	END	1609142062341	1609142062346
USER	publish	4307	START	1609142062350	1609142062350
REQUEST	4307		/message/publish	1609142062350	1609142062353	OK	 
USER	publish	4307	END	1609142062350	1609142062353
USER	publish	4308	START	1609142062360	1609142062360
USER	publish	4309	START	1609142062360	1609142062360
REQUEST	4309		/message/publish	1609142062361	1609142062363	OK	 
USER	publish	4309	END	1609142062360	1609142062364
REQUEST	4308		/message/publish	1609142062361	1609142062368	OK	 
USER	publish	4308	END	1609142062360	1609142062368
USER	publish	4310	START	1609142062371	1609142062371
USER	publish	4311	START	1609142062371	1609142062371
REQUEST	4310		/message/publish	1609142062371	1609142062374	OK	 
USER	publish	4310	END	1609142062371	1609142062374
REQUEST	4311		/message/publish	1609142062371	1609142062377	OK	 
USER	publish	4311	END	1609142062371	1609142062377
USER	publish	4312	START	1609142062381	1609142062381
REQUEST	4312		/message/publish	1609142062381	1609142062384	OK	 
USER	publish	4312	END	1609142062381	1609142062384
USER	publish	4313	START	1609142062390	1609142062390
USER	publish	4314	START	1609142062391	1609142062391
REQUEST	4314		/message/publish	1609142062391	1609142062393	OK	 
USER	publish	4314	END	1609142062391	1609142062394
REQUEST	4313		/message/publish	1609142062390	1609142062397	OK	 
USER	publish	4313	END	1609142062390	1609142062397
USER	publish	4315	START	1609142062401	1609142062401
USER	publish	4316	START	1609142062401	1609142062401
REQUEST	4315		/message/publish	1609142062401	1609142062404	OK	 
USER	publish	4315	END	1609142062401	1609142062404
REQUEST	4316		/message/publish	1609142062401	1609142062406	OK	 
USER	publish	4316	END	1609142062401	1609142062406
USER	publish	4317	START	1609142062410	1609142062410
USER	publish	4318	START	1609142062411	1609142062411
REQUEST	4318		/message/publish	1609142062411	1609142062414	OK	 
USER	publish	4318	END	1609142062411	1609142062414
REQUEST	4317		/message/publish	1609142062410	1609142062416	OK	 
USER	publish	4317	END	1609142062410	1609142062416
USER	publish	4319	START	1609142062420	1609142062420
REQUEST	4319		/message/publish	1609142062420	1609142062425	OK	 
USER	publish	4319	END	1609142062420	1609142062425
USER	publish	4321	START	1609142062430	1609142062430
USER	publish	4320	START	1609142062430	1609142062430
REQUEST	4320		/message/publish	1609142062431	1609142062433	OK	 
USER	publish	4320	END	1609142062430	1609142062433
REQUEST	4321		/message/publish	1609142062430	1609142062436	OK	 
USER	publish	4321	END	1609142062430	1609142062436
USER	publish	4322	START	1609142062441	1609142062441
USER	publish	4323	START	1609142062441	1609142062441
REQUEST	4322		/message/publish	1609142062441	1609142062444	OK	 
USER	publish	4322	END	1609142062441	1609142062444
REQUEST	4323		/message/publish	1609142062441	1609142062446	OK	 
USER	publish	4323	END	1609142062441	1609142062447
USER	publish	4324	START	1609142062451	1609142062451
REQUEST	4324		/message/publish	1609142062451	1609142062454	OK	 
USER	publish	4324	END	1609142062451	1609142062454
USER	publish	4325	START	1609142062460	1609142062460
USER	publish	4326	START	1609142062461	1609142062461
REQUEST	4326		/message/publish	1609142062461	1609142062463	OK	 
USER	publish	4326	END	1609142062461	1609142062463
REQUEST	4325		/message/publish	1609142062460	1609142062466	OK	 
USER	publish	4325	END	1609142062460	1609142062466
USER	publish	4327	START	1609142062471	1609142062471
USER	publish	4328	START	1609142062471	1609142062471
REQUEST	4328		/message/publish	1609142062471	1609142062474	OK	 
USER	publish	4328	END	1609142062471	1609142062474
REQUEST	4327		/message/publish	1609142062471	1609142062477	OK	 
USER	publish	4327	END	1609142062471	1609142062477
USER	publish	4329	START	1609142062481	1609142062481
REQUEST	4329		/message/publish	1609142062481	1609142062484	OK	 
USER	publish	4329	END	1609142062481	1609142062484
USER	publish	4330	START	1609142062491	1609142062491
USER	publish	4331	START	1609142062491	1609142062491
REQUEST	4331		/message/publish	1609142062491	1609142062497	OK	 
USER	publish	4331	END	1609142062491	1609142062497
REQUEST	4330		/message/publish	1609142062491	1609142062498	OK	 
USER	publish	4330	END	1609142062491	1609142062498
USER	publish	4332	START	1609142062500	1609142062500
USER	publish	4333	START	1609142062501	1609142062501
REQUEST	4332		/message/publish	1609142062501	1609142062505	OK	 
USER	publish	4332	END	1609142062500	1609142062505
REQUEST	4333		/message/publish	1609142062501	1609142062506	OK	 
USER	publish	4333	END	1609142062501	1609142062506
USER	publish	4334	START	1609142062510	1609142062510
REQUEST	4334		/message/publish	1609142062510	1609142062513	OK	 
USER	publish	4334	END	1609142062510	1609142062513
USER	publish	4336	START	1609142062520	1609142062520
USER	publish	4335	START	1609142062521	1609142062521
REQUEST	4336		/message/publish	1609142062521	1609142062524	OK	 
USER	publish	4336	END	1609142062520	1609142062525
REQUEST	4335		/message/publish	1609142062521	1609142062527	OK	 
USER	publish	4335	END	1609142062521	1609142062527
USER	publish	4338	START	1609142062530	1609142062530
USER	publish	4337	START	1609142062530	1609142062530
REQUEST	4337		/message/publish	1609142062531	1609142062534	OK	 
USER	publish	4337	END	1609142062530	1609142062534
REQUEST	4338		/message/publish	1609142062530	1609142062535	OK	 
USER	publish	4338	END	1609142062530	1609142062535
USER	publish	4339	START	1609142062540	1609142062540
REQUEST	4339		/message/publish	1609142062540	1609142062543	OK	 
USER	publish	4339	END	1609142062540	1609142062543
USER	publish	4341	START	1609142062552	1609142062552
USER	publish	4340	START	1609142062552	1609142062552
REQUEST	4340		/message/publish	1609142062553	1609142062556	OK	 
USER	publish	4340	END	1609142062552	1609142062556
REQUEST	4341		/message/publish	1609142062552	1609142062558	OK	 
USER	publish	4341	END	1609142062552	1609142062558
USER	publish	4342	START	1609142062561	1609142062561
USER	publish	4343	START	1609142062561	1609142062561
REQUEST	4342		/message/publish	1609142062561	1609142062566	OK	 
USER	publish	4342	END	1609142062561	1609142062566
REQUEST	4343		/message/publish	1609142062562	1609142062566	OK	 
USER	publish	4343	END	1609142062561	1609142062567
USER	publish	4345	START	1609142062571	1609142062571
USER	publish	4344	START	1609142062571	1609142062571
REQUEST	4344		/message/publish	1609142062571	1609142062574	OK	 
USER	publish	4344	END	1609142062571	1609142062575
REQUEST	4345		/message/publish	1609142062571	1609142062577	OK	 
USER	publish	4345	END	1609142062571	1609142062577
USER	publish	4346	START	1609142062580	1609142062580
REQUEST	4346		/message/publish	1609142062581	1609142062583	OK	 
USER	publish	4346	END	1609142062580	1609142062585
USER	publish	4348	START	1609142062591	1609142062591
USER	publish	4347	START	1609142062591	1609142062591
REQUEST	4348		/message/publish	1609142062591	1609142062595	OK	 
USER	publish	4348	END	1609142062591	1609142062595
REQUEST	4347		/message/publish	1609142062591	1609142062598	OK	 
USER	publish	4347	END	1609142062591	1609142062598
USER	publish	4350	START	1609142062600	1609142062600
USER	publish	4349	START	1609142062600	1609142062600
REQUEST	4350		/message/publish	1609142062601	1609142062605	OK	 
USER	publish	4350	END	1609142062600	1609142062605
REQUEST	4349		/message/publish	1609142062601	1609142062606	OK	 
USER	publish	4349	END	1609142062600	1609142062606
USER	publish	4351	START	1609142062610	1609142062610
REQUEST	4351		/message/publish	1609142062610	1609142062613	OK	 
USER	publish	4351	END	1609142062610	1609142062613
USER	publish	4353	START	1609142062622	1609142062622
USER	publish	4352	START	1609142062621	1609142062621
REQUEST	4353		/message/publish	1609142062622	1609142062628	OK	 
USER	publish	4353	END	1609142062622	1609142062628
REQUEST	4352		/message/publish	1609142062622	1609142062631	OK	 
USER	publish	4355	START	1609142062631	1609142062631
USER	publish	4352	END	1609142062621	1609142062631
USER	publish	4354	START	1609142062631	1609142062631
USER	publish	4356	START	1609142062641	1609142062641
REQUEST	4354		/message/publish	1609142062631	1609142062646	OK	 
USER	publish	4354	END	1609142062631	1609142062646
REQUEST	4355		/message/publish	1609142062631	1609142062648	OK	 
USER	publish	4355	END	1609142062631	1609142062648
USER	publish	4357	START	1609142062651	1609142062651
USER	publish	4358	START	1609142062651	1609142062651
REQUEST	4356		/message/publish	1609142062641	1609142062655	OK	 
USER	publish	4356	END	1609142062641	1609142062656
REQUEST	4357		/message/publish	1609142062651	1609142062658	OK	 
USER	publish	4357	END	1609142062651	1609142062658
REQUEST	4358		/message/publish	1609142062652	1609142062660	OK	 
USER	publish	4358	END	1609142062651	1609142062660
USER	publish	4359	START	1609142062660	1609142062660
USER	publish	4360	START	1609142062660	1609142062660
REQUEST	4360		/message/publish	1609142062660	1609142062663	OK	 
USER	publish	4360	END	1609142062660	1609142062663
REQUEST	4359		/message/publish	1609142062660	1609142062666	OK	 
USER	publish	4359	END	1609142062660	1609142062666
USER	publish	4361	START	1609142062670	1609142062670
REQUEST	4361		/message/publish	1609142062671	1609142062675	OK	 
USER	publish	4361	END	1609142062670	1609142062675
USER	publish	4362	START	1609142062681	1609142062681
USER	publish	4363	START	1609142062681	1609142062681
REQUEST	4362		/message/publish	1609142062681	1609142062685	OK	 
USER	publish	4362	END	1609142062681	1609142062685
REQUEST	4363		/message/publish	1609142062681	1609142062686	OK	 
USER	publish	4363	END	1609142062681	1609142062686
USER	publish	4365	START	1609142062691	1609142062691
USER	publish	4364	START	1609142062691	1609142062691
REQUEST	4365		/message/publish	1609142062691	1609142062694	OK	 
USER	publish	4365	END	1609142062691	1609142062694
REQUEST	4364		/message/publish	1609142062691	1609142062695	OK	 
USER	publish	4364	END	1609142062691	1609142062695
USER	publish	4367	START	1609142062700	1609142062700
USER	publish	4366	START	1609142062700	1609142062700
REQUEST	4366		/message/publish	1609142062700	1609142062703	OK	 
USER	publish	4366	END	1609142062700	1609142062706
REQUEST	4367		/message/publish	1609142062700	1609142062707	OK	 
USER	publish	4367	END	1609142062700	1609142062707
USER	publish	4368	START	1609142062710	1609142062710
REQUEST	4368		/message/publish	1609142062710	1609142062712	OK	 
USER	publish	4368	END	1609142062710	1609142062713
USER	publish	4369	START	1609142062720	1609142062720
USER	publish	4370	START	1609142062721	1609142062721
REQUEST	4369		/message/publish	1609142062721	1609142062723	OK	 
USER	publish	4369	END	1609142062720	1609142062724
REQUEST	4370		/message/publish	1609142062721	1609142062726	OK	 
USER	publish	4370	END	1609142062721	1609142062726
USER	publish	4371	START	1609142062731	1609142062731
USER	publish	4372	START	1609142062731	1609142062731
REQUEST	4371		/message/publish	1609142062731	1609142062734	OK	 
USER	publish	4371	END	1609142062731	1609142062735
REQUEST	4372		/message/publish	1609142062731	1609142062736	OK	 
USER	publish	4372	END	1609142062731	1609142062736
USER	publish	4373	START	1609142062741	1609142062741
REQUEST	4373		/message/publish	1609142062741	1609142062743	OK	 
USER	publish	4373	END	1609142062741	1609142062744
USER	publish	4375	START	1609142062750	1609142062750
USER	publish	4374	START	1609142062751	1609142062751
REQUEST	4375		/message/publish	1609142062750	1609142062753	OK	 
USER	publish	4375	END	1609142062750	1609142062753
REQUEST	4374		/message/publish	1609142062751	1609142062755	OK	 
USER	publish	4374	END	1609142062751	1609142062755
USER	publish	4377	START	1609142062760	1609142062760
